ID,SMILES,Name,HOMO,LUMO,Voc (V),Jsc (mA cm^2),FF,PCE(%),ref
42,O=C(OCCOCOCCOC(O[H])=O)COC1=CC=CC(N(C2=CC=CC=C2)C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC([H])=C6)C=C4)C=C3)=C1,PTPD,,,----,0.33,----,0.47,"Vaddiraju S, Mathai M, Kymakis E, Papadimitrakopoulos F. Radical salt-doped hole transporters in organic photovoltaic devices. Chemistry of Materials 19, 4049-4055 (2007)."
43,Cl[Al](N1/C(C2=C(C=CC=C2)/C1=N/3)=N\4)N5C(/N=C6N=C3C7=C\6C=CC=C7)=C8C(C=CC=C8)=C5/N=C9C%10=C(C=CC=C%10)C4=N/9,ClAlP,,,0.68,6.2,0.5,2.15,"Bailey-Salzman RF, Rand BP, Forrest SR. Near-infrared sensitive small molecule organic photovoltaic cells based on chloroaluminum phthalocyanine. Applied Physics Letters 91,  (2007)."
44,O=S(CCCCCOCCC1=C([H])SC([H])=C1)[O-].[Na+],PTEBS:Na+,,,0.68,0.98,0.54,0.44,"Yang J, Garcia A, Nguyen T-Q. Organic solar cells from water-soluble poly(thiophene)/fullerene heterojunction. Applied Physics Letters 90,  (2007)."
45,CCCCCCC(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[Si](C4=CC=C(C5=CC=C(C6=CC=C(CCCCCC)S6)S5)S4)(C7=CC=C(C8=CC=C(C9=CC=C(CCCCCC)S9)S8)S7)C%10=CC=C(C%11=CC=C(C%12=CC=C(CCCCCC)S%12)S%11)S%10,1,,,0.66,0.36,0.46,0.2,"Roquet S, de Bettignies R, Leriche P, Cravino A, Roncali J. Three-dimensional tetra(oligothienyl)silanes as donor material for organic solar cells. Journal of Materials Chemistry 16, 3040-3045 (2006)."
46,CCCCCSC(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[Si](C4=CC=C(C5=CC=C(C6=CC=C(SCCCCC)S6)S5)S4)(C7=CC=C(C8=CC=C(C9=CC=C(SCCCCC)S9)S8)S7)C%10=CC=C(C%11=CC=C(C%12=CC=C(SCCCCC)S%12)S%11)S%10,2,,,0.85,1.13,0.24,0.29,"Roquet S, de Bettignies R, Leriche P, Cravino A, Roncali J. Three-dimensional tetra(oligothienyl)silanes as donor material for organic solar cells. Journal of Materials Chemistry 16, 3040-3045 (2006)."
47,CCC(C1=N/2)=C(CC)C2=C\C3=C(CC)C(CC)=C4N3[Pt]N5/C(C(CC)=C(CC)/C5=C/1)=C\C(C(CC)=C/6CC)=NC6=C/4,PtOEP,,,0.66,5.6,0.57,2.1,"Shao Y, Yang Y. Efficient organic heterojunction photovoltaic cells based on triplet materials. Advanced Materials 17, 2841-+ (2005)."
48,[H]N(C1=CC=C(/C=C/C2=CC(OCCCCCC)=C(/C=C/C3=CC=C([H])C=C3)C=C2OCCCCCC)CC1)C4=CC=CC=C4,PPAV-HH-PPV,,,0.62,6.13,0.5,1.9,"Nakamura J, Yokoe C, Murata K, Takahashi K. Efficient organic solar cells by penetration of conjugated polymers into perylene pigments. Journal of Applied Physics 96, 6878-6883 (2004)."
49,[H][Si]([H])(C)C1=CC=CC=C1,PMPS,,,0.37,0.02,0.31,0.33,"Lee JH, Seoul C, Park JK, Youk JH. Fullerene/poly(methylphenylsilane) (PMPS) organic photovoltaic cells. Synthetic Metals 145, 11-14 (2004)."
50,[H]C1=CC(CCCCCC)=C([H])S1,PAT6,,,0.41,5.2,0.43,0.91,"Fujii A, Shirakawa T, Umeda T, Mizukami H, Hashimoto Y, Yoshino K. Interpenetrating interface in organic photovoltaic cells with heterojunction of poly(3-hexylthiophene) and C-60. Japanese Journal of Applied Physics Part 1-Regular Papers Short Notes & Review Papers 43, 5573-5576 (2004)."
51,[H]C1=CC(CCCCCCCCCCCC)=C([H])S1,PAT12,,,0.8,0.005,0.37,2.23,"Feng W, Fujii A, Lee S, Wu H, Yoshino K. Broad spectral sensitization of organic photovoltaic heterojunction device by perylene and C-60. Journal of Applied Physics 88, 7120-7123 (2000)."
52,CN1C(/C(C2=CC=C(Cl)C=C2)=C3N=C(/C(C4=CC=C(Cl)C=C4)=C(C=C/5)\N([H])C5=C6\C7=CC=CN=C7)C=C\3)=CC=C1/C(C8=CC=C(Cl)C=C8)=C9C=CC6=N/9.[H+],H2pyp3p(Cl),,,0.47,----,0.32,0.82,"Takahashi K, Kuraya N, Yamaguchi T, Komura T, Murata K. Three-layer organic solar cell with high-power conversion efficiency of 3.5%. Solar Energy Materials and Solar Cells 61, 403-416 (2000)."
53,CN1C(/C(C2=CC=CC=C2)=C3N=C(/C(C4=CC=CC=C4)=C(C=C/5)\N([H])C5=C6\C7=CC=CC=C7)C=C\3)=CC=C1/C(C8=CC=CC=C8)=C9C=CC6=N/9.[H+],H2tpp,,,0.48,----,0.38,1.32,"Takahashi K, Kuraya N, Yamaguchi T, Komura T, Murata K. Three-layer organic solar cell with high-power conversion efficiency of 3.5%. Solar Energy Materials and Solar Cells 61, 403-416 (2000)."
54,CN1C(/C(C2=CC=C(Cl)C=C2)=C3N=C(/C(C4=CC=C(Cl)C=C4)=C(C=C/5)\N([H])C5=C6\C7=CC=C(Cl)C=C7)C=C\3)=CC=C1/C(C8=CC=C(Cl)C=C8)=C9C=CC6=N/9.[H+],H2tpp(Cl),,,0.46,----,0.29,0.44,"Takahashi K, Kuraya N, Yamaguchi T, Komura T, Murata K. Three-layer organic solar cell with high-power conversion efficiency of 3.5%. Solar Energy Materials and Solar Cells 61, 403-416 (2000)."
55,CN1C(/C(C2=CC=C(OC)C=C2)=C3N=C(/C(C4=CC=C(OC)C=C4)=C(C=C/5)\N([H])C5=C6\C7=CC=C(OC)C=C7)C=C\3)=CC=C1/C(C8=CC=C(OC)C=C8)=C9C=CC6=N/9.[H+],H2tpp(OMe),,,0.47,----,0.4,2.79,"Takahashi K, Kuraya N, Yamaguchi T, Komura T, Murata K. Three-layer organic solar cell with high-power conversion efficiency of 3.5%. Solar Energy Materials and Solar Cells 61, 403-416 (2000)."
56,CN1C(/C(C2=CC=CC=C2)=C3N=C(/C(C4=CC=CC=C4)=C(C=C/5)\N([Zn])C5=C6\C7=CC=CC=C7)C=C\3)=CC=C1/C(C8=CC=CC=C8)=C9C=CC6=N/9,Zntpp,,,0.24,----,0.35,0.51,"Takahashi K, Kuraya N, Yamaguchi T, Komura T, Murata K. Three-layer organic solar cell with high-power conversion efficiency of 3.5%. Solar Energy Materials and Solar Cells 61, 403-416 (2000)."
57,CN1C(/C(C2=CC=C(Cl)C=C2)=C3N=C(/C(C4=CC=C(Cl)C=C4)=C(C=C/5)\N([Zn])C5=C6\C7=CC=C(Cl)C=C7)C=C\3)=CC=C1/C(C8=CC=C(Cl)C=C8)=C9C=CC6=N/9,Zntpp(Cl),,,0.28,----,0.27,0.2,"Takahashi K, Kuraya N, Yamaguchi T, Komura T, Murata K. Three-layer organic solar cell with high-power conversion efficiency of 3.5%. Solar Energy Materials and Solar Cells 61, 403-416 (2000)."
58,CN1C(/C(C2=CC=C(OC)C=C2)=C3N=C(/C(C4=CC=C(OC)C=C4)=C(C=C/5)\N([Zn])C5=C6\C7=CC=C(OC)C=C7)C=C\3)=CC=C1/C(C8=CC=C(OC)C=C8)=C9C=CC6=N/9,Zntpp(OMe)2,,,0.33,----,0.34,1.15,"Takahashi K, Kuraya N, Yamaguchi T, Komura T, Murata K. Three-layer organic solar cell with high-power conversion efficiency of 3.5%. Solar Energy Materials and Solar Cells 61, 403-416 (2000)."
59,[O-]C1=C(C2=CC=C(N(CC)CC)C=C2O)C(C1C3C(O)=CC(N(CC)CC)C=C3)=O,OHSq,,,---,---,---,0.2,"Merritt VY, Hovel HJ. ORGANIC SOLAR-CELLS OF HYDROXY SQUARYLIUM. Applied Physics Letters 29, 414-415 (1976)."
60,[H]C1=C(CCCCCC)C=C(C2=CC=C(C3=CC(CCCCCC)=C(C(S4)=CC5=C4C(C6=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S6)=C7C=C([H])SC7=C5C8=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S8)S3)C9=NSN=C92)S1,PBDT-DTBT,,,0.94,5.12,0.3,1.42,"Ma W, Tumbleston JR, Wang M, Gann E, Huang F, Ade H. Domain Purity, Miscibility, and Molecular Orientation at Donor/Acceptor Interfaces in High Performance Organic Solar Cells: Paths to Further Improvement. Advanced Energy Materials 3, 864-872 (2013)."
61,CCCCC(CC)CC(C1=C2C=CC3=C1C=CC4=C3C(CC(CC)CCCC)(CC(CC)CCCC)C5=C4SC(C6=CC=C([H])C7=NSN=C67)=C5)(CC(CC)CCCC)C8=C2SC([H])=C8,PDTNBT,,,0.87,6.59,0.5,2.89,"Ma Y, Zheng Q, Yin Z, Cai D, Chen S-C, Tang C. Ladder-Type Dithienonaphthalene-Based Donor-Acceptor Copolymers for Organic Solar Cells. Macromolecules 46, 4813-4821 (2013)."
62,CCCCC(CC)CC(C1=C2C=CC3=C1C=CC4=C3C(CC(CC)CCCC)(CC(CC)CCCC)C5=C4SC(C6=CC=C(C7=C(OCCCCCC)C(OCCCCCC)=C(C8=CC=C([H])S8)C9=NSN=C97)S6)=C5)(CC(CC)CCCC)C%10=C2SC([H])=C%10,PDTNTBT,,,0.82,10.01,0.59,4.82,"Ma Y, Zheng Q, Yin Z, Cai D, Chen S-C, Tang C. Ladder-Type Dithienonaphthalene-Based Donor-Acceptor Copolymers for Organic Solar Cells. Macromolecules 46, 4813-4821 (2013)."
63,CCCCC(CC)CC(C1=C2C=CC3=C1C=CC4=C3C(CC(CC)CCCC)(CC(CC)CCCC)C5=C4SC(C6=CC=C(C7=C8C(C(N7CC(CC)CCCC)=O)=C(C9=CC=C([H])S9)N(CC(CC)CCCC)C8=O)S6)=C5)(CC(CC)CCCC)C%10=C2SC([H])=C%10,PDTNTDPP,,,0.75,3.8,0.56,1.6,"Ma Y, Zheng Q, Yin Z, Cai D, Chen S-C, Tang C. Ladder-Type Dithienonaphthalene-Based Donor-Acceptor Copolymers for Organic Solar Cells. Macromolecules 46, 4813-4821 (2013)."
64,CCCCCCC(CCCCCC)N1C2=C(C=CC([H])=C2)C3=C1C=C(C4=CC=C(C5=C(CCCCCC)N=C(C6=NC(CCCCCC)=C(C7=CC=C([H])S7)S6)S5)S4)C=C3,P1,,,0.53,1.93,35,0.36,"Patra D, Sahu D, Padhy H, Kekuda D, Chu C-W, Lin H-C. Synthesis and Applications of 2,7-Carbazole-Based Conjugated Main-Chain Copolymers Containing Electron Deficient Bithiazole Units for Organic Solar Cells. Journal of Polymer Science Part a-Polymer Chemistry 48, 5479-5489 (2010)."
65,CCCCCCC(CCCCCC)N1C2=C(C=CC([H])=C2)C3=C1C=C(C4=CC=C(C5=CC=C(C6=C(CCCCCC)N=C(C7=NC(CCCCCC)=C(C8=CC=C(C9=CC=C([H])S9)S8)S7)S6)S5)S4)C=C3,P3,,,0.62,2.52,37,0.57,"Patra D, Sahu D, Padhy H, Kekuda D, Chu C-W, Lin H-C. Synthesis and Applications of 2,7-Carbazole-Based Conjugated Main-Chain Copolymers Containing Electron Deficient Bithiazole Units for Organic Solar Cells. Journal of Polymer Science Part a-Polymer Chemistry 48, 5479-5489 (2010)."
66,CCCCCCC(CCCCCC)N1C2=C(C=CC([H])=C2)C3=C1C=C(C4=CC=C(C5=CC=C(C6=CC=C(C7=C(CCCCCC)N=C(C8=NC(CCCCCC)=C(C9=CC=C(C%10=CC=C(C%11=CC=C([H])S%11)S%10)S9)S8)S7)S6)S5)S4)C=C3,P4,,,0.6,4.83,35,1.01,"Patra D, Sahu D, Padhy H, Kekuda D, Chu C-W, Lin H-C. Synthesis and Applications of 2,7-Carbazole-Based Conjugated Main-Chain Copolymers Containing Electron Deficient Bithiazole Units for Organic Solar Cells. Journal of Polymer Science Part a-Polymer Chemistry 48, 5479-5489 (2010)."
67,[H]/C=C(C#N)/C1=C(OCCCCCCCCCCCC)C=C(/C(C#N)=C/C2=CC(CCCCCCCC)=C(C3=CC=C(C4=C(CCCCCCCC)C=C([H])S4)S3)S2)C(OCCCCCCCCCCCC)=C1,CNPPV坼3T,,,0.3,2.88,34.7,0.3,"Wang F, Liu Y, Wan X, Zhou J, Long G, Chen Y. Synthesis of New Conjugated CNPPV Derivatives Containing Different Lengths of Oligothiophene Units for Organic Solar Cells. Macromolecular Chemistry and Physics 211, 2503-2509 (2010)."
68,[H]/C=C(C#N)/C1=C(OCCCCCCCCCCCC)C=C(/C(C#N)=C/C2=CC(CCCCCCCC)=C(C3=CC(CCCCCCCC)=C(C4=CC=C(C5=C(CCCCCCCC)C=C(C6=C(CCCCCCCC)C=C([H])S6)S5)S4)S3)S2)C(OCCCCCCCCCCCC)=C1,CNPPV坼5T,,,0.58,2.48,34.1,0.49,"Wang F, Liu Y, Wan X, Zhou J, Long G, Chen Y. Synthesis of New Conjugated CNPPV Derivatives Containing Different Lengths of Oligothiophene Units for Organic Solar Cells. Macromolecular Chemistry and Physics 211, 2503-2509 (2010)."
69,[H]/C=C(C#N)/C1=C(OCCCCCCCCCCCC)C=C(/C(C#N)=C/C2=CC(CCCCCCCC)=C(C3=CC(CCCCCCCC)=C(C4=CC(CCCCCCCC)=C(C5=CC=C(C6=C(CCCCCCCC)C=C(C7=C(CCCCCCCC)C=C(C8=C(CCCCCCCC)C=C([H])S8)S7)S6)S5)S4)S3)S2)C(OCCCCCCCCCCCC)=C1,CNPPV坼7T,,,0.66,5.68,43.2,1.62,"Wang F, Liu Y, Wan X, Zhou J, Long G, Chen Y. Synthesis of New Conjugated CNPPV Derivatives Containing Different Lengths of Oligothiophene Units for Organic Solar Cells. Macromolecular Chemistry and Physics 211, 2503-2509 (2010)."
70,CCCCC(CC)CC1=CC=C(C2=CC=C(C3=CC=C(C4=CC=C(CCCCCCCCCCC[Si](C)(O[Si](C)(CCCCCCCCCCCC5=CC=C(C6=CC=C(C7=CC=C(C8=CC=C(CC(CC)CCCC)S8)S7)S6)S5)C)C)S4)S3)S2)S1,D1,,,0.68,3.2,40,0.9,"Troshin PA, et al. Quaterthiophene-based multipods as promising materials for solution-processible organic solar cells and field effect transistors. Solar Energy Materials and Solar Cells 94, 2064-2072 (2010)."
71,CCCCC(CC)CC1=CC=C(C(S2)=CC=C2C3=CC=C(C4=CC=C(CCCCCCCCCCC[Si](C)(O[Si](C)(CCC[Si](CCC[Si](C)(C)O[Si](C)(C)CCCCCCCCCCCC5=CC=C(S5)C6=CC=C(C7=CC=C(C8=CC=C(S8)CC(CC)CCCC)S7)S6)(CCC[Si](C)(C)O[Si](C)(C)CCCCCCCCCCCC9=CC=C(S9)C%10=CC=C(C%11=CC=C(C%12=CC=C(S%12)CC(CC)CCCC)S%11)S%10)CCC[Si](C)(C)O[Si](C)(CCCCCCCCCCCC%13=CC=C(S%13)C%14=CC=C(S%14)C%15=CC=C(C%16=CC=C(S%16)CC(CC)CCCC)S%15)C)C)C)S4)S3)S1,D2,,,0.6,1.3,35,0.27,"Troshin PA, et al. Quaterthiophene-based multipods as promising materials for solution-processible organic solar cells and field effect transistors. Solar Energy Materials and Solar Cells 94, 2064-2072 (2010)."
72,CCCCCCC1=CC=C(C(S2)=CC=C2C3=CC=C(C4=CC=C(CCCCCCCCCCC[Si](C)(O[Si](C)(CCC[Si](CCC[Si](C)(C)O[Si](C)(C)CCCCCCCCCCCC5=CC=C(S5)C6=CC=C(C7=CC=C(C8=CC=C(S8)CCCCCC)S7)S6)(CCC[Si](C)(C)O[Si](C)(C)CCCCCCCCCCCC9=CC=C(S9)C%10=CC=C(C%11=CC=C(C%12=CC=C(S%12)CCCCCC)S%11)S%10)CCC[Si](C)(C)O[Si](C)(CCCCCCCCCCCC%13=CC=C(S%13)C%14=CC=C(S%14)C%15=CC=C(C%16=CC=C(S%16)CCCCCC)S%15)C)C)C)S4)S3)S1,D3,,,0.36,0.45,29,0.05,"Troshin PA, et al. Quaterthiophene-based multipods as promising materials for solution-processible organic solar cells and field effect transistors. Solar Energy Materials and Solar Cells 94, 2064-2072 (2010)."
73,C1(C=CC=C2)=C2C3=N/C1=N\C4=C5C(C=CC=C5)=C6N4[Zn]N7/C(C8=C(C=CC=C8)/C7=N/3)=N\C(C9=C/%10C=CC=C9)=NC%10=N/6,ZnPc,,,0.6,10.5,58,3.7,"Kim I, Haverinen HM, Li J, Jabbour GE. Enhanced power conversion efficiency of p-i-n type organic solar cells by employing a p-layer of palladium phthalocyanine. Applied Physics Letters 97,  (2010)."
74,[H]C1=CC(CCCCCCCCCCCC)=C(S1)C(S2)=CC=C2/C=C/C3=CC=C(C4=C(CCCCCCCCCCCC)C=C(C5=CC=C([H])C6=NSN=C65)S4)S3,PETVTBT,,,0.54,5.29,35,1,"Lim B, et al. Synthesis of an alternating thienylenevinylene-benzothiadiazole copolymer with high hole mobility for use in organic solar cells. Organic Electronics 11, 1772-1778 (2010)."
75,[H]C#CC(S1)=CC2=C1C3=C(C=C(C#CC4=C5N=C(C6=CC=CC=C6)C(C7=CC=CC=C7)=NC5=C([H])S4)S3)C2(CCCCCCCCCCCC)CCCCCCCCCCCC,P1,,,0.82,4.11,40,1.34,"Ashraf RS, Gilot J, Janssen RAJ. Fused ring thiophene-based poly(heteroarylene ethynylene)s for organic solar cells. Solar Energy Materials and Solar Cells 94, 1759-1766 (2010)."
76,[H]C#CC(S1)=CC2=C1C3=C(C=C(C#CC4=C5N=C(C6=CC=CC=C6)C(C7=CC=CC=C7)=NC5=C([H])S4)S3)N2C(CCCCCCCCCCCC)CCCCCCCCCCCC,P2,,,0.74,5.87,40,1.74,"Ashraf RS, Gilot J, Janssen RAJ. Fused ring thiophene-based poly(heteroarylene ethynylene)s for organic solar cells. Solar Energy Materials and Solar Cells 94, 1759-1766 (2010)."
77,[H]C#CC(S1)=CC2=C1C3=C(C=C(C#CC4=CC=C([H])C5=NSN=C45)S3)N2C(CCCCCCCCCCCC)CCCCCCCCCCCC,P3,,,0.72,4.97,39,1.4,"Ashraf RS, Gilot J, Janssen RAJ. Fused ring thiophene-based poly(heteroarylene ethynylene)s for organic solar cells. Solar Energy Materials and Solar Cells 94, 1759-1766 (2010)."
78,CCCCCCCCC1=CSC(C(C2=NSN=C23)=CC=C3C(S4)=CC(CCCCCCCC)=C4C(C=C5)=CC=C5OC6=CC7=C(/N=C8C9=C(C=C(OC%10=CC=C(C%11=C(CCCCCCCC)C=C(C%12=CC=C(C%13=CC(CCCCCCCC)=CS%13)C%14=NSN=C%14%12)S%11)C=C%10)C=C9)C%15=N/8)N([Zn]%16)C(/[Zn]=C%17N=C(/N=C(C%18=C/%19C=CC(OC%20=CC=C(C%21=C(CCCCCCCC)C=C(C%22=CC=C(C%23=CC(CCCCCCCC)=CS%23)C%24=NSN=C%24%22)S%21)C=C%20)=C%18)\N%16C%19=N/%15)C%25=C\%17C=C(OC%26=CC=C(C%27=C(CCCCCCCC)C=C(C%28=CC=C(C%29=CC(CCCCCCCC)=CS%29)C%30=NSN=C%30%28)S%27)C=C%26)C=C%25)=C7C=C6)=C1,ZnPc-TDA,,,0.68,2.26,28,0.42,"Liang F, et al. Donor-acceptor conjugates-functionalized zinc phthalocyanine: Towards broad absorption and application in organic solar cells. Solar Energy Materials and Solar Cells 94, 1803-1808 (2010)."
79,[H]C1=CC(CCCCCC)=C(C(S2)=CC3=C2C=C(C4=C(CCCCCC)C=C(C5=CC(C(CCCC)(CCCC)C6=C7C=CC([H])=C6)=C7C=C5)S4)S3)S1,P1,,,0.87,4.8,34.6,1.5,"Cha H, et al. Thermally stable amorphous polymeric semiconductors containing fluorene and thiophene for use in organic photovoltaic cells. Organic Electronics 11, 1534-1542 (2010)."
80,[H]C1=C(CCCCCC)C=C(C(S2)=CC3=C2C=C(C4=CC(CCCCCC)=C(C5=CC(C(CCCC)(CCCC)C6=C7C=CC([H])=C6)=C7C=C5)S4)S3)S1,P2,,,0.95,5,39.6,1.8,"Cha H, et al. Thermally stable amorphous polymeric semiconductors containing fluorene and thiophene for use in organic photovoltaic cells. Organic Electronics 11, 1534-1542 (2010)."
81,[H]C#CC1=CC2=C(C(SC(C#C[Pt]([PH](CCCC)(CCCC)CCCC)([H])[PH](CCCC)(CCCC)CCCC)=C3)=C3C2=O)S1,P1,,,0.72,1.28,31,0.32,"Wang X-Z, et al. Very-Low-Bandgap Metallopolyynes of Platinum with a Cyclopentadithiophenone Ring for Organic Solar Cells Absorbing Down to the Near-Infrared Spectral Region. Macromolecular Rapid Communications 31, 861-867 (2010)."
82,[H]C#CC1=C(CCCCCC)C=C(C2=CC3=C(C(SC(C4=CC(CCCCCC)=C(C#C[Pt]([PH](CCCC)(CCCC)CCCC)([H])[PH](CCCC)(CCCC)CCCC)S4)=C5)=C5C3=O)S2)S1,P2,,,0.68,2.88,33,0.63,"Wang X-Z, et al. Very-Low-Bandgap Metallopolyynes of Platinum with a Cyclopentadithiophenone Ring for Organic Solar Cells Absorbing Down to the Near-Infrared Spectral Region. Macromolecular Rapid Communications 31, 861-867 (2010)."
83,[H]/C=C/C1=CC(OC)=C([H])C=C1OCCC(C)CCCC(C)C,MDMO坼PPV,,,0.86,4.72,53.7,2.17,"Hains AW, Liu J, Martinson ABF, Irwin MD, Marks TJ. Anode Interfacial Tuning via Electron-Blocking/Hole-Transport Layers and Indium Tin Oxide Surface Treatment in Bulk-Heterojunction Organic Photovoltaic Cells. Advanced Functional Materials 20, 595-606 (2010)."
84,[H]C1=CC(CCCCCCCCCCCC)=C(C2=CC=C(C3=CC=C(C4=C(CCCCCCCCCCCC)C=C([H])S4)[Se]3)[Se]2)S1,PDT2Se2,,,0.69,4.3,46,1.36,"Chung DS, et al. Effects of selenophene substitution on the mobility and photovoltaic efficiency of polyquaterthiophene-based organic solar cells. Organic Electronics 11, 899-904 (2010)."
85,[H]C1=CC(/C=C/C2=CC=C(N(CCCCCC)C3=C4C=CC=C3)C4=C2)=C(C5=CC=C([H])S5)S1,P1,,,0.57,1.72,30,0.29,"Li W, Han Y, Chen Y, Li C, Li B, Bo Z. Polythiophenes with Carbazole Side Chains: Design, Synthesis and Their Application in Organic Solar Cells. Macromolecular Chemistry and Physics 211, 948-955 (2010)."
86,CCCCCCN(C1=C2C=CC=C1)C(C2=C3)=CC=C3/C=C/C4=C(C5=CC=C(C6=CC(CCCCCC)=C(C7=CC=C([H])S7)S6)S5)SC(C8=CC=C(C9=C(/C=C/C%10=CC=C(N(CCCCCC)C%11=C%12C=CC=C%11)C%12=C%10)C=C(C%13=CC=C(C%14=C(/C=C/C%15=CC=C(N(CCCCCC)C%16=C%17C=CC=C%16)C%17=C%15)C=C(C%18=CC=C(C%19=C(/C=C/C%20=CC=C(N(CCCCCC)C%21=C%22C=CC=C%21)C%22=C%20)C=C(C%23=CC=C(C%24=C(/C=C/C%25=CC=C(N(CCCCCC)C%26=C%27C=CC=C%26)C%27=C%25)C=C([H])S%24)S%23)S%19)S%18)S%14)S%13)S9)S8)=C4,P2,,,0.46,2.87,42,0.56,"Li W, Han Y, Chen Y, Li C, Li B, Bo Z. Polythiophenes with Carbazole Side Chains: Design, Synthesis and Their Application in Organic Solar Cells. Macromolecular Chemistry and Physics 211, 948-955 (2010)."
87,CCCCCCN(C1=C2C=CC=C1)C(C2=C3)=CC=C3/C=C/C4=C(C5=CC=C(C6=CC(CCCCCC)=C(C7=CC=C(C8=CC(CCCCCC)=C(C9=CC=C(C%10=CC(CCCCCC)=C(C%11=CC=C(C%12=CC(CCCCCC)=C(C%13=CC=C([H])S%13)S%12)S%11)S%10)S9)S8)S7)S6)S5)SC(C%14=CC=C(C%15=C(/C=C/C%16=CC=C(N(CCCCCC)C%17=C%18C=CC=C%17)C%18=C%16)C=C(C%19=CC=C(C%20=C(/C=C/C%21=CC=C(N(CCCCCC)C%22=C%23C=CC=C%22)C%23=C%21)C=C(C%24=CC=C(C%25=C(/C=C/C%26=CC=C(N(CCCCCC)C%27=C%28C=CC=C%27)C%28=C%26)C=C(C%29=CC=C(C%30=C(/C=C/C%31=CC=C(N(CCCCCC)C%32=C%33C=CC=C%32)C%33=C%31)C=C([H])S%30)S%29)S%25)S%24)S%20)S%19)S%15)S%14)=C4,P3,,,0.49,5.19,34,0.86,"Li W, Han Y, Chen Y, Li C, Li B, Bo Z. Polythiophenes with Carbazole Side Chains: Design, Synthesis and Their Application in Organic Solar Cells. Macromolecular Chemistry and Physics 211, 948-955 (2010)."
88,[H]C1=CC(/C=C/C2=CC=C(N(CCCCCC)C3=C4C=CC=C3)C4=C2)=C(C5=CC=C(C6=CC(CCCCCC)=C(C7=CC=C(C8=CC(CCCCCC)=C(C9=CC=C(C%10=CC(CCCCCC)=C(C%11=CC=C([H])S%11)S%10)S9)S8)S7)S6)S5)S1,P4,,,0.53,3.56,37,0.7,"Li W, Han Y, Chen Y, Li C, Li B, Bo Z. Polythiophenes with Carbazole Side Chains: Design, Synthesis and Their Application in Organic Solar Cells. Macromolecular Chemistry and Physics 211, 948-955 (2010)."
89,[H]C1=CC(CCCCCC)=C(C2=CC=C([H])S2)S1,P5,,,0.54,2.37,44,0.56,"Li W, Han Y, Chen Y, Li C, Li B, Bo Z. Polythiophenes with Carbazole Side Chains: Design, Synthesis and Their Application in Organic Solar Cells. Macromolecular Chemistry and Physics 211, 948-955 (2010)."
90,[H]C1=CC=C(C(C=CC(C2=CC=C(C3=CC=C(C4=CC=C([H])S4)C5=NSN=C53)S2)=C6)=C6C7(CCCCCCCCCC)CCCCCCCCCC)C7=C1,PF10TBT,,,1.92,3.49,61,4.5,"Moet DJD, de Bruyn P, Blom PWM. High work function transparent middle electrode for organic tandem solar cells. Applied Physics Letters 96,  (2010)."
91,[H]C1=CC=C(C2=C(C3=CC=C(CCCCCCCC)C=C3)C=C([H])S2)S1,PTOPT,,,0.9,1.6,20,0.3,"Gebremichael B, Tessema G. Hole transport parameters in a PTOPT based organic solar cell. Canadian Journal of Physics 88, 253-256 (2010)."
92,BrC1=C(CCCCCC)C=C([H])S1,P3HT-Br,,,0.59,9.89,55,3.2,"Kim JS, Lee Y, Lee JH, Park JH, Kim JK, Cho K. High-Efficiency Organic Solar Cells Based on End-Functional-Group-Modified Poly(3-hexylthiophene). Advanced Materials 22, 1355-+ (2010)."
93,[H]C1=CC(CCCCCC)=C(C2=CC=C(OC(C(F)(F)C(F)(F)C(F)(F)F)=O)C=C2)S1,P3HT-CF3,,,0.6,10.89,69,4.5,"Kim JS, Lee Y, Lee JH, Park JH, Kim JK, Cho K. High-Efficiency Organic Solar Cells Based on End-Functional-Group-Modified Poly(3-hexylthiophene). Advanced Materials 22, 1355-+ (2010)."
94,[H]C1=CC(CCCCCC)=C(C2=CC=C(CC)C=C2)S1,P3HT-CH3,,,0.6,10.69,51,4,"Kim JS, Lee Y, Lee JH, Park JH, Kim JK, Cho K. High-Efficiency Organic Solar Cells Based on End-Functional-Group-Modified Poly(3-hexylthiophene). Advanced Materials 22, 1355-+ (2010)."
95,[H]C1=CC(CCCCCC)=C(C2=CC=C(O)C=C2)S1,P3HT-OH,,,0.58,7.65,46,2.1,"Kim JS, Lee Y, Lee JH, Park JH, Kim JK, Cho K. High-Efficiency Organic Solar Cells Based on End-Functional-Group-Modified Poly(3-hexylthiophene). Advanced Materials 22, 1355-+ (2010)."
96,C1(C=CC=C2)=C2C3=N/C1=N\C4=C5C(C=CC=C5)=C6N4[Fe]N7/C(C8=C(C=CC=C8)/C7=N/3)=N\C(C9=C/%10C=CC=C9)=NC%10=N/6,FePc,,,0.16,-1.06,42,0.07,"Bruder I, et al. What determines the performance of metal phthalocyanines (MPc, M = Zn, Cu, Ni, Fe) in organic heterojunction solar cells? A combined experimental and theoretical investigation. Organic Electronics 11, 377-387 (2010)."
